0,1,2,3,4,5,6,7,8,9,10
23,0,0,9,0,0,4,1,2,0,0
3,0,2,10,0,1,13,1,0,0,1
0,0,14,0,3,0,1,0,1,0,0
15,0,0,3,2,0,0,8,8,3,6
0,4,0,0,16,14,0,6,2,1,6
0,14,0,0,0,1,0,1,1,0,0
0,2,0,0,2,2,0,1,0,4,2
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,3,0
0,0,0,14,0,0,0,1,0,6,0
0,0,0,4,0,0,0,9,0,7,0
0,0,0,2,0,0,0,6,0,0,0
0,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,1,1,1,0
0,0,1,0,0,0,3,0,0,0,0
18,0,2,0,0,0,8,0,1,0,0
6,0,0,0,0,0,4,0,10,0,0
21,7,9,0,0,0,4,0,5,0,0
3,10,0,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0,0
0,0,3,0,1,0,0,0,0,0,0
0,0,1,0,3,0,0,0,0,0,0
0,1,0,0,2,0,0,1,0,0,0
0,0,0,0,5,0,0,0,0,0,0
0,0,0,0,7,0,0,0,0,0,0
0,0,0,0,3,0,0,0,2,0,4
0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,1,0,0,0,0,0,2
0,0,0,0,0,0,0,0,0,0,6
0,0,0,0,0,2,0,0,0,0,1
