0,1,2,3,4
133,79,33,16,3
77,45,21,6,2
13,11,0,1,0
5,4,3,0,0
124,84,38,17,4
181,129,62,19,3
4,3,1,1,0
169,122,57,14,4
3,0,1,0,0
76,45,27,3,4
2,0,0,0,0
2,1,1,0,0
0,0,0,0,0
0,0,1,0,0
0,0,0,0,0
0,1,0,0,0
1,0,0,0,0
1,2,0,0,0
5,0,4,0,0
13,7,3,6,0
10,4,4,0,0
0,0,0,0,0
15,3,5,1,1
5,3,2,1,0
3,1,1,0,0
0,0,0,0,0
1,0,1,1,0
1,7,2,0,0
18,14,6,2,1
20,12,6,2,0
18,7,2,2,1
8,7,2,0,0
1,2,0,0,0
2,0,0,0,0
28,14,6,4,1
49,22,4,3,0
20,22,5,1,0
18,13,2,2,0
9,4,6,1,0
6,5,3,0,0
14,3,9,3,1
19,6,1,1,0
6,2,0,0,0
2,2,0,1,0
0,0,0,1,0
32,19,5,3,0
2,3,1,0,0
33,15,7,1,1
24,16,9,1,0
9,5,2,0,0
4,3,1,0,0
11,5,2,2,0
