m,f
8,2
11,12
43,29
10,18
22,28
7,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2
4,6
0,1
5,1
4,2
8,5
9,1
8,11
22,13
3,4
3,0
1,0
4,5
5,4
2,4
1,0
1,0
0,0
5,1
6,4
3,1
9,4
0,0
1,2
1,0
