0,1,2,3,4,5,6,7,8,9
1,4,7,15,9,10,19,13,10,16
0,2,4,12,8,7,8,11,7,5
0,1,2,7,4,1,0,3,4,2
1,0,1,6,8,3,5,4,1,5
0,2,1,1,1,1,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,1,0,0,0,2
1,1,1,2,7,0,5,5,2,0
2,0,1,3,3,0,2,2,1,3
0,2,0,4,2,3,3,5,1,1
2,3,0,5,4,1,5,4,2,1
1,1,0,5,5,2,3,1,1,2
0,0,4,4,3,2,5,0,2,1
0,0,0,2,1,0,3,3,0,0
0,0,0,3,0,0,2,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0
0,2,0,1,2,0,3,0,2,0
0,1,0,2,2,1,4,1,0,1
0,1,0,0,4,1,1,2,0,0
0,0,0,1,3,0,3,3,0,0
1,1,1,0,2,1,4,1,1,0
0,1,0,4,0,0,1,0,0,1
0,1,0,1,1,1,1,2,2,0
0,1,2,1,4,2,1,5,2,1
0,1,0,2,3,1,3,1,1,0
0,0,0,4,1,1,0,2,0,0
0,0,0,0,1,1,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
