0,1,2,3,4
247,170,69,15,6
96,64,23,10,5
94,67,35,14,4
280,187,97,21,6
22,15,6,2,1
3,5,2,0,0
41,16,16,5,0
21,16,6,3,1
0,0,0,0,0
0,0,0,0,0
2,0,0,0,0
2,1,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,3,0,0,0
15,10,1,1,0
30,16,5,4,0
48,32,11,2,0
60,43,24,4,0
44,31,15,5,0
23,27,7,1,0
44,27,10,5,0
51,21,18,4,1
193,131,62,18,5
110,87,32,0,1
39,14,7,2,0
10,4,2,0,0
22,9,8,1,0
83,42,19,4,1
1,2,0,0,0
1,0,0,0,0
0,1,0,0,0
1,0,0,0,0
2,1,0,1,0
0,0,0,0,0
1,0,1,0,0
0,0,1,0,0
9,7,1,1,0
1,2,0,0,0
31,20,9,5,0
22,14,11,1,0
