0,1,2,3,4,5,6,7,8,9
0,1,2,4,7,4,4,6,1,3
4,1,4,2,7,2,10,8,3,7
0,3,4,14,12,7,15,7,7,8
2,0,2,9,9,8,6,5,2,8
1,0,2,5,8,2,8,5,1,3
0,2,0,3,1,0,1,0,0,1
1,0,1,0,2,0,1,1,2,1
0,0,0,1,0,0,0,0,1,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0
0,0,0,1,1,1,1,1,0,0
1,0,3,2,3,0,2,1,4,1
0,1,0,0,1,0,0,2,0,1
0,1,0,2,1,0,0,1,0,0
1,1,2,0,1,0,1,1,0,0
0,0,0,2,0,0,1,0,0,1
0,1,0,1,0,0,0,0,0,0
1,0,1,4,2,1,3,0,1,0
1,4,2,3,7,1,5,5,2,0
0,2,0,5,3,2,3,1,4,0
0,3,2,0,1,0,2,3,2,0
3,1,1,1,4,2,0,3,1,0
1,0,1,0,1,0,0,0,0,0
2,1,0,7,5,2,8,5,3,2
1,2,3,4,1,2,7,2,1,0
0,0,0,0,2,0,0,1,0,0
0,0,0,0,2,0,0,2,1,0
0,0,0,2,0,0,1,0,0,0
0,0,0,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
