0,1,2,3,4,5,6,7,8,9,10
313,184,161,151,132,138,128,128,125,122,102
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,9,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0
0,0,0,0,0,0,63,0,7,11,0
0,0,12,0,0,0,4,11,75,55,0
0,0,104,7,0,0,2,59,7,4,0
0,0,7,43,0,0,39,54,2,40,0
0,19,29,10,0,9,8,5,33,11,0
0,118,2,68,0,2,0,0,3,1,0
0,52,0,7,0,55,0,1,0,0,0
0,1,0,1,0,2,1,0,6,2,0
26,1,0,1,15,4,0,0,0,0,0
14,0,0,7,67,1,0,0,1,0,12
4,0,0,1,47,2,0,1,0,1,3
229,0,0,0,0,0,0,1,0,0,1
23,0,1,0,2,45,0,0,1,0,37
0,0,0,2,0,1,0,0,0,0,6
1,0,0,1,1,9,2,0,0,0,2
0,0,0,0,1,1,0,1,0,0,36
0,0,0,0,1,1,0,0,0,0,11
0,2,0,1,2,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,0,4,0
0,0,0,3,2,0,0,1,0,1,0
2,1,0,0,0,0,1,0,0,1,1
0,0,0,2,0,0,1,0,0,0,1
1,0,0,0,0,0,0,1,1,0,3
1,0,0,0,2,4,0,0,0,0,0
2,0,1,1,1,0,0,0,0,1,2
