m,f
159,163
109,94
29,34
10,15
43,67
14,4
24,39
118,134
215,231
10,4
31,26
5,5
2,3
2,2
3,4
3,5
4,6
1,2
4,4
7,1
4,7
1,2
2,1
1,1
3,7
5,7
3,2
5,8
1,6
1,0
5,0
20,14
3,2
1,1
5,1
31,68
36,41
0,2
6,4
3,3
7,4
1,6
4,10
15,20
23,21
64,60
18,18
3,14
63,79
27,29
4,5
8,6
