0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
35,55,48,130,114,47,48,42,13,7
25,49,48,108,94,26,46,22,7,9
8,17,17,58,65,13,19,12,8,5
1,3,3,7,5,4,2,2,3,0
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0
0,0,0,3,1,0,1,0,0,0
0,0,0,3,0,0,0,0,0,0
0,0,0,0,2,1,3,1,0,0
2,1,2,11,11,3,6,1,1,0
2,2,1,0,4,1,1,3,1,0
6,25,19,47,48,17,28,14,9,4
9,12,15,39,34,9,13,6,4,3
0,3,3,3,5,1,0,0,0,0
1,0,0,2,3,1,1,1,0,0
0,1,0,0,0,0,0,0,0,0
0,0,1,1,3,0,0,1,0,0
2,9,6,23,12,3,2,3,1,0
15,18,18,30,25,7,12,7,3,0
3,4,9,28,20,9,9,2,2,0
6,10,16,24,32,10,11,7,1,1
3,16,16,28,35,9,14,6,2,2
4,8,7,22,14,5,5,2,1,3
0,1,4,4,3,3,2,1,0,0
0,0,0,6,2,0,0,0,0,0
0,0,0,2,1,0,0,0,0,1
0,1,0,2,1,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0
2,1,1,7,4,1,3,1,0,0
0,0,0,1,1,0,0,0,0,0
1,0,0,1,0,1,1,0,0,0
0,1,0,2,0,1,1,0,0,1
1,0,0,0,3,2,0,0,0,0
4,5,3,7,11,1,3,4,0,0
1,4,2,16,12,6,5,1,1,0
14,21,14,53,37,5,14,9,4,2
1,10,11,17,26,4,9,3,0,0
2,11,3,19,11,3,4,6,0,0
16,23,17,46,38,21,8,11,6,4
4,8,10,26,17,8,2,2,1,1
8,7,9,26,20,7,9,5,1,0
3,12,12,23,25,10,11,3,1,0
6,3,10,14,20,7,8,4,2,0
3,7,10,20,20,5,7,2,0,1
1,9,7,16,7,3,5,3,1,0
2,3,5,13,14,3,3,1,3,0
1,1,3,5,1,1,1,2,0,0
