0,1,2,3,4
339,235,101,34,11
215,126,51,17,5
28,16,6,1,0
25,19,11,4,0
43,19,14,5,0
9,9,3,2,1
2,2,2,1,0
36,17,16,5,1
36,32,17,1,1
65,47,21,6,1
7,4,5,1,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
1,1,0,0,0
1,1,0,0,0
0,0,0,0,0
1,0,0,1,0
3,1,0,0,0
17,10,1,0,1
46,25,10,0,1
0,0,0,0,0
23,13,3,3,0
8,10,3,2,0
26,14,8,0,1
27,7,9,2,1
9,8,4,0,1
0,1,1,0,0
0,0,2,0,0
8,7,5,1,0
30,12,15,5,0
0,0,0,0,0
22,15,6,4,1
0,0,0,0,0
1,1,1,0,0
1,2,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,2,1,0,0
24,9,4,0,1
46,26,11,3,0
42,29,8,3,1
22,11,9,0,0
2,2,3,0,0
2,2,0,0,0
4,3,4,0,0
