m,f
16,12
22,19
49,44
8,13
11,11
4,4
0,4
0,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
8,1
11,10
3,5
5,9
4,3
4,5
2,0
10,0
7,6
2,4
13,7
9,4
8,5
9,4
13,5
8,7
1,0
3,3
0,0
3,0
0,0
0,0
0,0
1,0
