0,1,2,3,4,5,6,7,8,9,10
31,27,94,78,67,18,60,17,18,65,15
0,1,8,7,74,53,70,49,61,66,1
2,2,81,70,2,71,16,60,8,11,42
0,147,0,11,8,0,2,3,51,0,45
0,42,1,2,0,10,1,18,5,0,15
268,0,0,1,0,0,0,0,1,0,0
8,1,1,0,1,1,0,0,1,0,1
6,0,1,1,0,0,1,0,1,2,0
6,0,0,0,0,0,1,0,0,0,0
26,0,0,0,1,0,1,0,1,2,0
0,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,1,1,1,0
1,1,0,0,0,1,0,0,0,0,0
0,0,0,2,1,1,0,0,0,0,2
0,0,2,1,0,1,1,1,1,2,0
1,0,0,0,0,1,0,0,1,1,1
0,0,2,0,0,0,0,0,1,1,0
0,0,1,0,0,0,2,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,1,0,0,1,1
0,2,2,0,0,0,0,0,0,0,3
0,0,0,0,0,0,0,0,0,1,0
0,1,0,2,0,0,0,0,0,2,2
1,0,0,0,0,0,0,0,0,0,2
1,0,0,1,0,0,0,0,1,0,0
0,2,0,0,0,0,1,1,1,1,0
0,0,0,3,0,0,0,1,0,0,2
0,0,0,2,1,1,3,1,0,0,0
0,0,0,2,1,0,1,9,0,0,2
1,1,1,42,0,0,0,2,0,0,0
0,0,0,5,0,1,0,1,0,0,0
2,0,1,5,0,0,0,44,1,0,0
0,0,14,0,1,1,1,5,0,1,2
0,0,78,2,9,0,0,1,0,1,0
0,0,61,1,0,2,21,43,0,1,0
0,0,14,77,24,0,63,2,0,0,0
0,0,0,6,1,1,6,1,0,0,0
0,0,2,0,59,0,0,0,0,5,0
0,0,0,2,3,0,42,16,0,26,0
0,0,0,1,2,0,3,2,0,47,0
0,0,0,7,24,1,0,2,0,38,0
17,0,0,1,0,1,0,6,2,3,0
6,0,1,3,1,0,0,2,0,1,0
4,1,2,1,1,1,0,0,12,1,1
3,9,1,1,0,6,1,1,30,4,0
192,96,2,0,1,16,1,2,36,4,7
9,78,1,1,7,9,1,0,5,1,2
2,2,2,0,1,3,1,0,36,1,2
7,2,0,5,0,2,0,2,2,0,14
6,0,1,0,0,0,0,0,2,0,45
49,1,4,1,0,0,0,1,2,0,26
0,5,3,0,0,63,0,0,0,0,4
