0,1,2,3,4
805,534,252,77,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,3,0,0
2,2,0,1,0
31,17,7,3,0
10,6,2,1,0
68,37,18,5,0
104,51,31,6,0
29,16,9,1,0
9,3,4,0,0
63,43,20,5,3
7,7,2,0,0
18,14,4,2,1
79,55,25,6,1
73,51,17,6,0
153,105,47,8,1
8,5,2,0,1
62,46,28,7,1
45,39,21,5,0
11,7,3,1,0
26,17,4,3,1
4,2,1,0,0
0,1,1,0,0
3,0,0,0,0
1,5,0,0,0
3,3,2,1,0
5,2,0,0,0
3,3,3,0,0
31,28,3,2,0
23,17,8,0,0
35,16,11,1,0
21,10,4,1,0
63,22,19,2,0
63,40,20,6,1
