0,1,2,3,4
8,6,6,1,2
41,34,15,8,5
14,11,5,4,1
10,14,6,2,3
1,2,0,1,0
4,5,8,2,2
0,0,0,0,0
2,3,3,0,0
2,1,1,1,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,3,1,0,0
3,4,2,1,0
1,0,0,0,0
4,3,1,1,1
7,3,3,1,0
5,9,10,0,0
7,8,7,3,0
4,1,1,0,0
13,12,5,3,3
9,5,2,1,0
3,1,2,1,1
2,1,0,0,1
0,0,0,0,0
4,5,2,0,0
2,1,0,0,0
6,3,3,1,0
8,2,1,1,0
7,1,1,1,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
