m,f
12,9
52,37
18,18
8,15
1,3
0,2
1,0
0,0
4,7
2,0
1,1
0,0
0,0
0,0
0,0
0,0
0,0
2,0
21,12
19,14
18,8
18,18
13,8
17,10
2,5
5,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,2
4,4
2,1
2,4
11,5
10,8
8,12
6,5
6,1
6,2
0,2
16,6
6,12
7,4
8,11
2,1
0,0
1,0
0,0
