0,1,2,3,4,5,6,7,8,9
60,91,75,224,208,83,102,60,36,32
22,40,55,121,128,39,65,44,19,13
2,3,10,16,9,3,5,3,3,1
2,10,5,11,18,4,7,3,4,4
9,26,27,49,41,14,28,21,3,2
2,2,1,2,2,0,4,2,0,1
2,6,4,18,12,3,6,3,1,1
0,0,0,2,0,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0
0,0,1,1,1,1,0,1,0,0
1,1,0,3,0,1,0,0,0,0
0,0,1,1,0,0,0,2,0,0
1,0,1,2,1,0,0,3,0,0
0,0,0,2,0,1,0,0,0,0
1,0,1,3,2,1,2,0,0,0
0,1,1,1,1,1,1,1,0,0
0,1,0,1,3,0,0,1,0,0
0,1,0,5,2,0,2,1,0,1
6,12,4,25,24,6,12,4,2,0
11,24,18,46,30,16,19,12,8,1
6,19,11,36,32,14,17,3,4,1
12,8,28,44,54,23,33,20,3,4
8,14,20,32,43,10,21,8,4,2
3,7,12,20,29,5,10,5,5,3
1,7,5,13,13,8,5,1,1,5
6,18,6,22,19,7,10,10,2,2
7,10,13,32,19,4,15,6,3,0
2,4,2,1,3,0,0,0,0,0
0,0,1,2,2,0,0,1,0,0
1,1,1,1,2,0,0,0,0,0
0,1,0,0,1,1,0,1,0,0
2,2,1,1,1,0,1,0,1,0
1,0,1,1,0,0,0,0,0,0
0,0,1,2,4,1,1,1,0,1
0,0,0,1,0,0,1,0,0,0
1,0,1,2,6,1,1,1,0,0
0,5,2,13,12,2,8,4,1,0
4,9,6,16,14,1,6,9,1,0
4,7,13,25,13,7,14,4,4,1
4,5,5,23,11,4,4,2,1,2
8,20,9,39,39,14,10,5,8,5
10,17,22,41,31,12,18,6,6,3
4,13,11,30,33,7,14,6,4,2
2,4,5,11,15,5,12,1,1,1
2,2,0,4,5,2,1,1,0,0
8,9,8,19,32,5,8,3,0,2
0,0,0,4,5,0,0,1,0,0
4,4,5,9,13,4,6,3,0,0
5,3,7,7,7,3,3,4,1,0
2,1,0,1,1,1,1,1,0,0
5,7,9,18,13,5,15,2,3,0
0,3,0,2,1,0,0,0,0,0
